order_id,order_date,customer_id,customer_age,customer_gender,region,category,product,quantity,unit_price,discount_pct,total_price,payment_method,customer_rating
101175,2023-01-07,10557,29.0,Male,South,Home & Kitchen,Blender,1,33.13,15,28.16,Debit Card,3.0
103725,2023-01-07,11116,50.0,Female,West,Home & Kitchen,Blender,2,41.16,5,78.2,Credit Card,4.0
103799,2023-01-08,11017,43.0,Female,West,Electronics,Smartwatch,3,234.0,0,702.0,PayPal,4.0
100303,2023-01-08,10212,26.0,Female,West,Sports,Bicycle,4,262.98,5,999.32,PayPal,3.0
101763,2023-01-08,10166,56.0,Male,East,Beauty,Perfume,2,45.08,20,72.12,PayPal,4.0
101070,2023-01-08,11182,39.0,Female,East,Electronics,Headphones,1,68.6,5,65.17,PayPal,3.0
104788,2023-01-08,10322,45.0,Female,North,Clothing,T-Shirt,5,12.86,15,54.65,PayPal,5.0
103822,2023-01-09,10445,37.0,Male,West,Clothing,Hat,2,18.84,15,32.02,Gift Card,4.0
104393,2023-01-09,10503,18.0,Male,East,Home & Kitchen,Vacuum Cleaner,2,165.35,15,281.1,Credit Card,5.0
100790,2023-01-09,11184,25.0,Female,Central,Home & Kitchen,Lamp,4,29.5,20,94.4,PayPal,5.0
100801,2023-01-09,10149,45.0,Female,North,Clothing,Sneakers,1,77.23,15,65.65,Cash,3.0
103904,2023-01-09,11168,32.0,Female,West,Clothing,Jacket,5,104.58,0,522.9,Debit Card,3.0
101682,2023-01-10,10408,35.0,Other,North,Beauty,Lipstick,1,18.37,5,17.45,Credit Card,4.0
103103,2023-01-11,10217,58.0,Male,West,Sports,Yoga Mat,2,25.91,0,51.82,Credit Card,4.0
104046,2023-01-11,10928,31.0,Male,East,Electronics,Smartphone,1,715.44,20,572.35,Credit Card,4.0
100410,2023-01-11,10851,44.0,Other,South,Sports,Bicycle,2,305.73,20,489.16,Cash,3.0
104931,2023-01-11,10411,45.0,Male,North,Electronics,Tablet,1,284.38,0,284.38,Debit Card,2.0
100839,2023-01-11,10333,42.0,Male,North,Home & Kitchen,Cookware Set,3,121.08,0,363.24,Cash,3.0
101121,2023-01-11,10276,66.0,Male,Central,Electronics,Laptop,2,957.15,20,1531.44,Debit Card,5.0
104230,2023-01-11,10387,36.0,Male,South,Clothing,Sneakers,5,68.11,5,323.5,Cash,5.0
101038,2023-01-11,10391,23.0,Male,South,Clothing,Sneakers,2,73.49,0,146.98,Debit Card,4.0
103136,2023-01-12,10834,37.0,Female,Central,Clothing,Dress,4,56.61,15,192.48,Credit Card,4.0
100889,2023-01-12,10796,34.0,Female,East,Beauty,Sunscreen,2,14.25,5,27.08,Gift Card,4.0
104104,2023-01-12,10819,54.0,Female,North,Sports,Yoga Mat,1,24.85,10,22.36,Credit Card,4.0
102975,2023-01-13,10160,27.0,Male,North,Sports,Tennis Racket,1,52.7,10,47.43,PayPal,5.0
103505,2023-01-13,10183,60.0,Female,West,Sports,Bicycle,5,319.72,15,1358.8,PayPal,4.0
104505,2023-01-13,10035,19.0,Female,South,Home & Kitchen,Air Fryer,4,116.88,0,467.52,Cash,4.0
101366,2023-01-13,10589,37.0,Male,South,Clothing,Dress,1,56.87,20,45.5,Debit Card,4.0
101624,2023-01-13,11124,40.0,Female,North,Home & Kitchen,Vacuum Cleaner,4,135.62,20,434.0,Credit Card,4.0
104527,2023-01-14,10994,41.0,Other,Central,Home & Kitchen,Cookware Set,2,123.41,5,234.48,Cash,3.0
101652,2023-01-14,11016,,Female,South,Beauty,Lipstick,3,15.28,5,43.56,Gift Card,5.0
100478,2023-01-14,10848,46.0,Female,South,Home & Kitchen,Cookware Set,2,125.49,0,250.98,Credit Card,5.0
100415,2023-01-14,10373,34.0,Male,East,Sports,Running Shoes,3,81.87,5,233.34,Credit Card,4.0
101594,2023-01-14,10907,38.0,Female,South,Sports,Yoga Mat,3,24.43,15,62.31,Debit Card,4.0
104117,2023-01-14,10476,43.0,Male,West,Electronics,Speaker,3,65.78,20,157.86,Debit Card,5.0
103858,2023-01-14,10284,43.0,Male,West,Beauty,Lipstick,2,14.81,15,25.18,PayPal,5.0
103898,2023-01-14,10665,39.0,Female,North,Clothing,Sneakers,4,82.31,0,329.24,Debit Card,4.0
102090,2023-01-15,10396,35.0,Female,North,Clothing,Sneakers,1,72.28,0,72.28,Cash,2.0
104563,2023-01-15,10782,44.0,Male,West,Electronics,Speaker,5,73.88,15,314.0,PayPal,4.0
100233,2023-01-15,10359,47.0,Female,East,Clothing,Sneakers,1,76.96,20,61.57,Debit Card,4.0
103804,2023-01-16,10895,34.0,Other,South,Electronics,Laptop,2,897.23,0,1794.46,PayPal,4.0
101529,2023-01-16,11008,22.0,Male,South,Home & Kitchen,Blender,4,42.76,0,171.04,Credit Card,5.0
103788,2023-01-16,10784,36.0,Male,East,Books,Self-Help Book,5,14.52,0,72.6,Credit Card,2.0
100540,2023-01-16,11189,39.0,Male,South,Electronics,Smartphone,1,464.2,5,440.99,Credit Card,3.0
104062,2023-01-16,10924,24.0,Female,South,Beauty,Shampoo,2,10.49,15,17.84,Credit Card,3.0
102171,2023-01-16,11079,31.0,Male,West,Home & Kitchen,Air Fryer,5,112.4,10,505.8,Debit Card,4.0
100300,2023-01-16,11015,40.0,Female,North,Electronics,Smartwatch,3,178.68,0,536.04,Credit Card,4.0
101167,2023-01-17,10363,39.0,Female,East,Books,Self-Help Book,4,17.96,20,57.48,Credit Card,3.0
100272,2023-01-17,10514,48.0,Female,North,Beauty,Perfume,4,56.43,0,225.72,Credit Card,5.0
104076,2023-01-17,11038,31.0,Female,Central,Electronics,Tablet,5,352.41,0,1762.05,Debit Card,4.0
100369,2023-01-17,10798,43.0,Female,South,Sports,Dumbbells,1,47.57,5,45.19,Cash,3.0
103805,2023-01-17,10611,29.0,Male,East,Sports,Dumbbells,5,43.05,0,215.25,PayPal,4.0
100170,2023-01-17,10004,18.0,Female,West,Clothing,Sneakers,4,71.57,10,257.64,Debit Card,3.0
101744,2023-01-17,10043,57.0,Female,North,Electronics,Headphones,3,56.63,20,135.9,Gift Card,
102138,2023-01-17,11004,62.0,Male,North,Clothing,Jacket,2,93.82,5,178.26,Credit Card,3.0
103119,2023-01-18,10509,33.0,Female,West,Clothing,Hat,5,17.66,0,88.3,Credit Card,3.0
101783,2023-01-18,10476,,Male,North,Books,Fiction Novel,1,12.62,0,12.62,PayPal,5.0
103309,2023-01-18,10861,40.0,Male,North,Clothing,Dress,5,49.37,0,246.85,Debit Card,4.0
102712,2023-01-18,10263,56.0,Female,East,Sports,Yoga Mat,3,23.71,0,71.13,Credit Card,3.0
102261,2023-01-18,10243,39.0,Female,South,Beauty,Sunscreen,5,15.31,15,65.05,PayPal,4.0
100821,2023-01-18,10735,67.0,Female,South,Sports,Bicycle,2,251.01,0,502.02,PayPal,4.0
103442,2023-01-18,10218,49.0,Other,South,Clothing,T-Shirt,3,14.17,15,36.12,Credit Card,3.0
103947,2023-01-18,10091,27.0,Female,North,Electronics,Headphones,3,63.87,10,172.44,Credit Card,5.0
104700,2023-01-18,10930,39.0,Female,South,Clothing,Jeans,1,45.63,5,43.35,Debit Card,4.0
104913,2023-01-19,10518,51.0,Male,West,Beauty,Shampoo,5,9.09,0,45.45,,4.0
100429,2023-01-19,10035,43.0,Male,West,Beauty,Shampoo,4,9.68,0,38.72,Credit Card,2.0
104260,2023-01-19,10318,46.0,Male,North,Home & Kitchen,Air Fryer,3,79.89,10,215.7,PayPal,3.0
103997,2023-01-19,10262,39.0,Female,West,Sports,Dumbbells,3,35.8,20,85.92,Credit Card,4.0
101180,2023-01-19,11102,33.0,Female,South,Home & Kitchen,Vacuum Cleaner,5,150.03,10,675.15,Gift Card,4.0
101399,2023-01-19,10682,48.0,Female,South,Home & Kitchen,Blender,2,44.26,20,70.82,Credit Card,4.0
100454,2023-01-19,10941,20.0,Other,South,Electronics,Smartwatch,5,183.15,10,824.2,Credit Card,4.0
102469,2023-01-20,11084,20.0,Female,North,Sports,Running Shoes,2,71.11,0,142.22,Credit Card,1.0
102329,2023-01-20,10470,47.0,Male,Central,Clothing,Sneakers,5,58.15,5,276.2,Credit Card,4.0
102223,2023-01-20,10479,37.0,Female,East,Home & Kitchen,Lamp,2,40.49,20,64.78,Cash,4.0
103486,2023-01-20,10571,45.0,Male,Central,Sports,Tennis Racket,5,70.54,0,352.7,Debit Card,2.0
104645,2023-01-20,10567,50.0,Male,West,Beauty,Shampoo,3,9.96,0,29.88,Credit Card,3.0
102410,2023-01-20,10072,46.0,Male,North,Electronics,Headphones,1,61.24,0,61.24,Cash,
102636,2023-01-20,10335,38.0,Female,North,Electronics,Headphones,5,52.48,0,262.4,Gift Card,3.0
104715,2023-01-21,10824,33.0,Male,Central,Electronics,Headphones,1,66.28,5,62.97,PayPal,3.0
104535,2023-01-22,10102,45.0,Female,East,Beauty,Lipstick,5,8.9,15,37.8,PayPal,4.0
100830,2023-01-22,10547,60.0,Male,West,Sports,Dumbbells,1,38.25,5,36.34,PayPal,3.0
101493,2023-01-22,10355,33.0,Male,Central,Beauty,Shampoo,1,9.46,20,7.57,Cash,3.0
103537,2023-01-22,10666,38.0,Male,East,Electronics,Smartwatch,2,168.9,5,320.9,Debit Card,3.0
101944,2023-01-22,10536,19.0,Male,Central,Books,Comic Book,4,7.09,20,22.68,Credit Card,5.0
101300,2023-01-22,10220,18.0,Female,East,Beauty,Perfume,2,67.24,15,114.3,Debit Card,5.0
101590,2023-01-22,10584,28.0,Male,South,Home & Kitchen,Blender,1,38.56,0,38.56,PayPal,2.0
100138,2023-01-23,10785,40.0,Male,Central,Electronics,Smartphone,5,669.07,10,3010.8,Gift Card,5.0
103458,2023-01-23,10667,50.0,Female,South,Beauty,Lipstick,4,17.72,0,70.88,PayPal,3.0
102951,2023-01-23,10750,36.0,Female,West,Books,Cookbook,5,24.1,0,120.5,Cash,4.0
102559,2023-01-23,10125,33.0,Male,South,Beauty,Sunscreen,2,14.5,10,26.1,Credit Card,5.0
104531,2023-01-23,10811,22.0,Other,South,Home & Kitchen,Air Fryer,5,66.76,0,333.8,PayPal,3.0
101536,2023-01-23,10916,23.0,Female,North,Electronics,Laptop,3,934.78,0,2804.34,Debit Card,3.0
101869,2023-01-23,10897,29.0,Male,Central,Books,Comic Book,3,9.79,0,29.37,Debit Card,3.0
104160,2023-01-23,10090,43.0,Male,North,Clothing,Jacket,2,95.16,15,161.78,Cash,4.0
104244,2023-01-24,11126,44.0,Male,East,Clothing,Dress,3,60.98,10,164.64,Debit Card,4.0
104036,2023-01-24,10358,32.0,Male,East,Clothing,Hat,1,22.26,0,22.26,Credit Card,4.0
102263,2023-01-24,10904,32.0,Female,West,Home & Kitchen,Cookware Set,2,119.02,15,202.34,Credit Card,3.0
100385,2023-01-24,10072,30.0,Other,North,Clothing,Sneakers,2,68.19,10,122.74,Gift Card,5.0
103682,2023-01-24,10152,29.0,Female,North,Books,Comic Book,4,7.66,0,30.64,Credit Card,5.0
102499,2023-01-24,10695,31.0,Female,South,Books,Comic Book,4,9.44,10,34.0,Credit Card,5.0
100787,2023-01-24,10774,29.0,Female,West,Beauty,Moisturizer,1,18.18,20,14.54,PayPal,3.0
104642,2023-01-24,10857,32.0,Male,South,Electronics,Laptop,1,826.44,0,826.44,PayPal,4.0
104275,2023-01-25,10079,53.0,Female,Central,Books,Biography,3,18.52,5,52.77,Credit Card,3.0
104304,2023-01-25,10963,32.0,Female,Central,Home & Kitchen,Air Fryer,1,109.8,0,109.8,Credit Card,3.0
100663,2023-01-26,11032,26.0,Female,West,Home & Kitchen,Blender,4,43.22,10,155.6,Credit Card,4.0
103320,2023-01-26,10248,22.0,Female,South,Home & Kitchen,Air Fryer,5,102.74,5,488.0,,4.0
102322,2023-01-26,10255,49.0,Male,East,Electronics,Smartphone,4,585.37,5,2224.4,Credit Card,3.0
102866,2023-01-26,10612,45.0,Male,North,Home & Kitchen,Lamp,3,26.91,20,64.59,Credit Card,5.0
100147,2023-01-26,10570,41.0,Male,West,Beauty,Perfume,1,61.41,0,61.41,Credit Card,5.0
104003,2023-01-26,10807,44.0,Male,Central,Home & Kitchen,Lamp,3,32.77,10,88.47,Credit Card,4.0
101683,2023-01-26,10890,52.0,Other,South,Books,Biography,2,18.56,0,37.12,PayPal,4.0
104299,2023-01-27,11018,25.0,Female,West,Books,Cookbook,5,21.19,5,100.65,Debit Card,5.0
101446,2023-01-27,10911,43.0,Male,West,Electronics,Headphones,4,65.89,0,263.56,Debit Card,3.0
100844,2023-01-27,10008,18.0,Male,West,Home & Kitchen,Blender,5,49.4,0,247.0,PayPal,4.0
104552,2023-01-27,10089,36.0,Male,North,Electronics,Laptop,1,1115.27,0,1115.27,Credit Card,3.0
102764,2023-01-27,11097,25.0,Other,North,Clothing,Jeans,1,43.08,0,43.08,PayPal,3.0
100970,2023-01-27,10079,25.0,Female,South,Sports,Dumbbells,2,42.47,5,80.7,Cash,5.0
101909,2023-01-27,10190,54.0,Female,South,Beauty,Shampoo,2,8.93,0,17.86,Gift Card,4.0
101266,2023-01-27,10117,28.0,Other,East,Sports,Tennis Racket,2,64.13,0,128.26,PayPal,4.0
104945,2023-01-27,10202,45.0,Female,South,Clothing,Dress,3,60.76,0,182.28,Gift Card,3.0
103545,2023-01-28,10152,30.0,Other,West,Clothing,Jacket,3,99.08,0,297.24,Credit Card,5.0
104969,2023-01-28,10293,69.0,Female,East,Electronics,Smartwatch,5,206.35,10,928.6,Credit Card,4.0
103755,2023-01-28,10876,23.0,Female,West,Electronics,Smartphone,1,612.31,10,551.08,Credit Card,5.0
100328,2023-01-28,10295,31.0,Female,East,Beauty,Moisturizer,4,16.5,0,66.0,Debit Card,5.0
103633,2023-01-28,10532,20.0,Male,South,Electronics,Smartphone,2,674.13,10,1213.44,Credit Card,5.0
100117,2023-01-28,10306,52.0,Female,South,Books,Self-Help Book,4,13.58,0,54.32,Debit Card,2.0
104236,2023-01-29,10659,38.0,Female,South,Clothing,Dress,4,69.07,0,276.28,Credit Card,4.0
103240,2023-01-29,10580,46.0,Female,West,Clothing,Jeans,2,46.85,20,74.96,PayPal,4.0
104194,2023-01-29,10521,24.0,Male,North,Clothing,Jacket,1,87.12,15,74.05,Cash,2.0
104592,2023-01-29,10217,46.0,Female,East,Electronics,Smartwatch,4,201.49,15,685.08,Cash,5.0
102203,2023-01-29,10317,43.0,Female,West,Electronics,Tablet,1,391.5,0,391.5,Cash,3.0
102630,2023-01-29,10517,34.0,Female,Central,Sports,Yoga Mat,3,21.86,0,65.58,Debit Card,3.0
104458,2023-01-29,10726,44.0,Male,East,Electronics,Speaker,5,65.71,20,262.85,Credit Card,4.0
102728,2023-01-30,10412,26.0,Female,Central,Clothing,Jeans,3,33.95,0,101.85,Gift Card,4.0
104751,2023-01-30,10350,46.0,Male,East,Beauty,Perfume,1,70.59,20,56.47,Credit Card,4.0
102038,2023-01-30,10652,43.0,Female,West,Sports,Yoga Mat,3,24.37,0,73.11,Debit Card,3.0
101452,2023-01-30,10969,67.0,Female,East,Clothing,Hat,2,20.19,10,36.34,Cash,4.0
102772,2023-01-30,10047,33.0,Male,West,Electronics,Smartphone,3,636.17,0,1908.51,PayPal,4.0
100870,2023-01-30,10800,40.0,Female,North,Electronics,Smartphone,5,578.89,0,2894.45,Cash,5.0
102881,2023-01-30,10431,51.0,Female,Central,Clothing,Jeans,4,42.28,5,160.68,Debit Card,5.0
101240,2023-01-30,10327,27.0,Female,Central,Home & Kitchen,Lamp,4,42.35,0,169.4,Debit Card,3.0
101099,2023-01-31,10947,18.0,Female,South,Books,Biography,2,17.6,5,33.44,PayPal,4.0
100250,2023-01-31,10685,44.0,Female,West,Sports,Yoga Mat,5,22.18,15,94.25,Debit Card,5.0
104189,2023-01-31,10484,34.0,Male,South,Sports,Dumbbells,2,33.16,15,56.38,Debit Card,4.0
101019,2023-01-31,10909,31.0,Male,East,Sports,Running Shoes,4,68.77,0,275.08,Credit Card,5.0
100902,2023-01-31,10184,38.0,Male,East,Electronics,Laptop,2,818.25,5,1554.68,Credit Card,4.0
104092,2023-01-31,10329,39.0,Male,West,Home & Kitchen,Lamp,3,38.4,0,115.2,Debit Card,2.0
104320,2023-01-31,10186,54.0,Male,West,Electronics,Speaker,2,76.97,20,123.16,Cash,3.0
102339,2023-02-01,10128,18.0,Male,West,Electronics,Laptop,1,896.73,0,896.73,Credit Card,3.0
100562,2023-02-01,10140,34.0,Male,South,Clothing,Dress,1,48.02,0,48.02,Credit Card,3.0
104596,2023-02-01,10575,43.0,Female,South,Home & Kitchen,Blender,1,33.47,0,33.47,Debit Card,4.0
101871,2023-02-01,10181,25.0,Male,West,Sports,Tennis Racket,1,62.75,5,59.61,Debit Card,5.0
100817,2023-02-01,10489,51.0,Other,North,Clothing,Hat,2,19.9,5,37.8,Gift Card,3.0
100056,2023-02-01,11082,43.0,Male,South,Clothing,T-Shirt,1,18.21,5,17.3,Debit Card,4.0
103880,2023-02-01,10362,54.0,Female,East,Home & Kitchen,Lamp,4,33.18,15,112.8,PayPal,2.0
104776,2023-02-02,10834,23.0,Male,North,Electronics,Tablet,5,374.04,15,1589.65,Debit Card,4.0
102780,2023-02-02,10305,34.0,Male,East,Sports,Dumbbells,1,35.91,20,28.73,Debit Card,3.0
102522,2023-02-02,11185,28.0,Female,South,Clothing,Sneakers,3,72.95,15,186.03,Gift Card,3.0
101110,2023-02-02,10737,38.0,Female,North,Books,Self-Help Book,2,17.04,5,32.38,Debit Card,4.0
100811,2023-02-02,10800,29.0,Male,West,Home & Kitchen,Blender,1,33.82,20,27.06,Credit Card,3.0
102371,2023-02-02,10913,54.0,Female,Central,Clothing,Jeans,5,47.0,15,199.75,Credit Card,4.0
104551,2023-02-02,10946,36.0,Female,West,Beauty,Perfume,5,55.62,15,236.4,Debit Card,4.0
100397,2023-02-02,11132,36.0,Female,North,Clothing,Hat,5,15.44,0,77.2,Debit Card,3.0
100352,2023-02-02,10601,57.0,Female,South,Sports,Bicycle,1,337.62,0,337.62,PayPal,4.0
101806,2023-02-02,10628,53.0,Female,West,Sports,Running Shoes,2,72.62,0,145.24,Credit Card,5.0
104269,2023-02-02,10844,30.0,Female,East,Beauty,Perfume,5,54.26,15,230.6,PayPal,3.0
103852,2023-02-03,10455,52.0,Male,Central,Electronics,Laptop,3,834.61,0,2503.83,Gift Card,4.0
103013,2023-02-03,10079,51.0,Male,South,Books,Cookbook,3,20.76,10,56.04,Debit Card,4.0
104127,2023-02-03,11051,27.0,Male,South,Clothing,Jacket,1,106.65,0,106.65,Debit Card,4.0
103363,2023-02-03,10926,22.0,Female,Central,Home & Kitchen,Air Fryer,4,118.96,15,404.48,PayPal,4.0
103871,2023-02-03,10006,37.0,Female,North,Home & Kitchen,Cookware Set,5,122.15,5,580.2,PayPal,5.0
101463,2023-02-04,10285,44.0,Male,East,Sports,Running Shoes,4,90.2,20,288.64,Credit Card,3.0
104022,2023-02-04,10706,69.0,Female,West,Beauty,Sunscreen,5,16.02,20,64.1,PayPal,4.0
101526,2023-02-04,10086,43.0,Female,West,Beauty,Perfume,2,58.39,15,99.26,PayPal,3.0
101781,2023-02-04,11054,58.0,Male,Central,Clothing,Dress,4,52.05,10,187.36,Credit Card,3.0
104770,2023-02-04,11031,38.0,Female,North,Electronics,Tablet,4,389.79,0,1559.16,Credit Card,2.0
104329,2023-02-05,10525,53.0,Male,South,Electronics,Smartphone,1,675.83,15,574.46,PayPal,4.0
101270,2023-02-05,10865,23.0,Male,North,Electronics,Tablet,1,395.86,10,356.27,Debit Card,5.0
102884,2023-02-05,10222,18.0,Female,Central,Sports,Dumbbells,2,47.18,15,80.2,Credit Card,4.0
101518,2023-02-05,10678,24.0,Male,West,Books,Comic Book,1,6.69,10,6.02,Cash,2.0
100574,2023-02-05,10824,34.0,Male,East,Beauty,Sunscreen,4,12.95,10,46.64,Credit Card,5.0
101286,2023-02-05,11195,27.0,Female,South,Home & Kitchen,Lamp,1,34.44,0,34.44,PayPal,5.0
104894,2023-02-05,10714,54.0,Male,West,Beauty,Lipstick,1,17.88,5,16.99,Gift Card,4.0
104347,2023-02-06,11028,47.0,Female,South,Clothing,Jeans,2,41.55,10,74.78,PayPal,3.0
104952,2023-02-06,10494,61.0,Male,South,Beauty,Lipstick,4,16.87,0,67.48,Debit Card,5.0
101976,2023-02-06,10895,46.0,Male,West,Electronics,Speaker,1,61.54,5,58.46,PayPal,3.0
101642,2023-02-06,10014,44.0,Other,Central,Sports,Tennis Racket,1,63.94,15,54.35,PayPal,2.0
100699,2023-02-06,10862,47.0,Female,North,Beauty,Perfume,4,52.68,15,179.12,Credit Card,4.0
103338,2023-02-06,10643,22.0,Female,West,Electronics,Laptop,3,760.5,15,1939.26,Debit Card,3.0
102412,2023-02-06,10183,42.0,Female,North,Sports,Yoga Mat,4,23.61,15,80.28,PayPal,3.0
104724,2023-02-07,11063,37.0,Male,Central,Clothing,Sneakers,4,70.2,0,280.8,Gift Card,5.0
102972,2023-02-07,10086,36.0,Male,East,Electronics,Tablet,2,389.55,15,662.24,Credit Card,4.0
101453,2023-02-07,11177,43.0,Male,North,Home & Kitchen,Blender,5,31.01,10,139.55,Cash,4.0
102505,2023-02-07,10908,33.0,Male,Central,Home & Kitchen,Cookware Set,3,133.37,10,360.09,Gift Card,4.0
100848,2023-02-07,10808,58.0,Female,Central,Electronics,Smartphone,2,755.44,15,1284.24,PayPal,4.0
101464,2023-02-07,10134,55.0,Male,North,Clothing,T-Shirt,3,15.34,15,39.12,Cash,4.0
100584,2023-02-07,10090,32.0,Female,East,Sports,Bicycle,1,291.39,0,291.39,Credit Card,4.0
104120,2023-02-07,10844,38.0,Other,North,Beauty,Moisturizer,2,17.07,10,30.72,PayPal,3.0
102278,2023-02-07,10965,,Male,Central,Books,Biography,5,14.69,0,73.45,PayPal,4.0
103617,2023-02-07,10926,43.0,Male,South,Home & Kitchen,Lamp,5,42.76,20,171.05,Debit Card,4.0
103464,2023-02-07,10039,58.0,Female,South,Beauty,Perfume,2,64.9,15,110.34,Credit Card,5.0
104986,2023-02-07,10844,20.0,Male,North,Beauty,Moisturizer,1,21.68,5,20.6,Credit Card,4.0
104341,2023-02-07,10822,57.0,Male,West,Electronics,Smartphone,1,661.65,0,661.65,Gift Card,4.0
101653,2023-02-07,11118,18.0,Other,North,Books,Self-Help Book,1,17.42,15,14.81,Credit Card,3.0
